page_id,url,img,name,cardType,color,hp,bloom,arts1_text,arts1_icons,arts1_tokkou,arts2_text,arts2_icons,arts2_tokkou,arts3_text,arts3_icons,arts3_tokkou,keyword1,keyword2,keywordEffect,baton,extra,rarity,number,product1,product2,product3,product4,product5,tag1,tag2,tag3,tag4,tag5,tag6
1033,https://hololive-official-cardgame.com/cardlist/?id=1033&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-065_S.png,古石ビジュー,ホロメン,紫,130,1st,"鉱石と採掘者　30+
自分のアーカイブに赤エールがある時、このアーツ+20。",紫,,,,,,,,絶世の輝き,,自分のホロメンの赤エール1枚をアーカイブできる:自分のデッキを2枚引く。,1,,S,hBP04-065,キュリアスユニバース,,,,,#EN,#Advent,#ベイビー,,,
928,https://hololive-official-cardgame.com/cardlist/?id=928&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-066_RR.png,古石ビジュー,ホロメン,紫,190,2nd,"この輝きが、伝わればいいな　80+
相手のアーカイブのエール1枚につき、このアーツ+10。","紫,◇",緑+50,,,,,,,『感情結晶体』,,自分の手札を数えて、自分の手札すべてをアーカイブできる:アーカイブしたカード1枚につき、自分のデッキを1枚引く。自分のブルームエフェクト「『感情結晶体』」はターンに1回しか使えない。,2,,RR,hBP04-066,キュリアスユニバース,,,,,#EN,#Advent,#ベイビー,,,
1034,https://hololive-official-cardgame.com/cardlist/?id=1034&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-066_SR.png,古石ビジュー,ホロメン,紫,190,2nd,"この輝きが、伝わればいいな　80+
相手のアーカイブのエール1枚につき、このアーツ+10。","紫,◇",緑+50,,,,,,,『感情結晶体』,,自分の手札を数えて、自分の手札すべてをアーカイブできる:アーカイブしたカード1枚につき、自分のデッキを1枚引く。自分のブルームエフェクト「『感情結晶体』」はターンに1回しか使えない。,2,,SR,hBP04-066,キュリアスユニバース,,,,,#EN,#Advent,#ベイビー,,,
1035,https://hololive-official-cardgame.com/cardlist/?id=1035&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-066_UR.png,古石ビジュー,ホロメン,紫,190,2nd,"この輝きが、伝わればいいな　80+
相手のアーカイブのエール1枚につき、このアーツ+10。","紫,◇",緑+50,,,,,,,『感情結晶体』,,自分の手札を数えて、自分の手札すべてをアーカイブできる:アーカイブしたカード1枚につき、自分のデッキを1枚引く。自分のブルームエフェクト「『感情結晶体』」はターンに1回しか使えない。,2,,UR,hBP04-066,キュリアスユニバース,,,,,#EN,#Advent,#ベイビー,,,
929,https://hololive-official-cardgame.com/cardlist/?id=929&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-067_C.png,大空スバル,ホロメン,黄,130,Debut,あじまる！ あじまる！　20,黄,,ちわーす！ ホロライブ2期生 大空スバルっス!!　60,"黄,◇,◇",,,,,,,,1,このホロメンはデッキに何枚でも入れられる,C,hBP04-067,キュリアスユニバース,,,,,#JP,#2期生,#トリ,,,
1118,https://hololive-official-cardgame.com/cardlist/?id=1118&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP04-067_P.png,大空スバル,ホロメン,黄,130,Debut,あじまる！ あじまる！　20,黄,,ちわーす！ ホロライブ2期生 大空スバルっス!!　60,"黄,◇,◇",,,,,,,,1,このホロメンはデッキに何枚でも入れられる,P,hBP04-067,PRカード,,,,,#JP,#2期生,#トリ,,,
1593,https://hololive-official-cardgame.com/cardlist/?id=1593&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP06/hBP04-067_02_C.png,大空スバル,ホロメン,黄,130,Debut,あじまる！ あじまる！　20,黄,,ちわーす！ ホロライブ2期生 大空スバルっス!!　60,"黄,◇,◇",,,,,,,,1,このホロメンはデッキに何枚でも入れられる,C,hBP04-067,アヤカシヴァーミリオン,,,,,#JP,#2期生,#トリ,,,
1711,https://hololive-official-cardgame.com/cardlist/?id=1711&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP06/hBP04-067_HR.png,大空スバル,ホロメン,黄,130,Debut,あじまる！ あじまる！　20,黄,,ちわーす！ ホロライブ2期生 大空スバルっス!!　60,"黄,◇,◇",,,,,,,,1,このホロメンはデッキに何枚でも入れられる,HR,hBP04-067,アヤカシヴァーミリオン,,,,,#JP,#2期生,#トリ,,,
930,https://hololive-official-cardgame.com/cardlist/?id=930&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-068_U.png,大空スバル,ホロメン,黄,100,Debut,スバルからきみへ！　20,◇,,,,,,,,大空スバル盛り合わせセット,,[センターポジション・コラボポジション限定]このホロメンが相手の1stホロメンから受けるダメージ-20。,1,,U,hBP04-068,キュリアスユニバース,,,,,#JP,#2期生,#トリ,,,
1036,https://hololive-official-cardgame.com/cardlist/?id=1036&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-068_S.png,大空スバル,ホロメン,黄,100,Debut,スバルからきみへ！　20,◇,,,,,,,,大空スバル盛り合わせセット,,[センターポジション・コラボポジション限定]このホロメンが相手の1stホロメンから受けるダメージ-20。,1,,S,hBP04-068,キュリアスユニバース,,,,,#JP,#2期生,#トリ,,,
1119,https://hololive-official-cardgame.com/cardlist/?id=1119&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP04-068_P.png,大空スバル,ホロメン,黄,100,Debut,スバルからきみへ！　20,◇,,,,,,,,大空スバル盛り合わせセット,,[センターポジション・コラボポジション限定]このホロメンが相手の1stホロメンから受けるダメージ-20。,1,,P,hBP04-068,PRカード,,,,,#JP,#2期生,#トリ,,,
931,https://hololive-official-cardgame.com/cardlist/?id=931&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-069_C.png,大空スバル,ホロメン,黄,190,1st,おはようスバル　30,黄,,眠いんデスケド　50,"黄,◇",,,,,,,,2,,C,hBP04-069,キュリアスユニバース,,,,,#JP,#2期生,#トリ,,,
1037,https://hololive-official-cardgame.com/cardlist/?id=1037&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-069_S.png,大空スバル,ホロメン,黄,190,1st,おはようスバル　30,黄,,眠いんデスケド　50,"黄,◇",,,,,,,,2,,S,hBP04-069,キュリアスユニバース,,,,,#JP,#2期生,#トリ,,,
2176,https://hololive-official-cardgame.com/cardlist/?id=2176&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hWF01/hBP04-069_P.png,大空スバル,ホロメン,黄,190,1st,おはようスバル　30,黄,,眠いんデスケド　50,"黄,◇",,,,,,,,2,,P,hBP04-069,hololive OFFICIAL CARD GAME ツインウエハース,,,,,#JP,#2期生,#トリ,,,
932,https://hololive-official-cardgame.com/cardlist/?id=932&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-070_U.png,大空スバル,ホロメン,黄,130,1st,いっぱい応援して、楽しんでね！　20,◇,,,,,,,,全力で頑張るから,,自分のホロメン1人を選ぶ。このターンの間、選んだホロメンのエール1枚につき、選んだホロメンのアーツ+10。ただし、数える枚数は3枚まで。,1,,U,hBP04-070,キュリアスユニバース,,,,,#JP,#2期生,#トリ,,,
1038,https://hololive-official-cardgame.com/cardlist/?id=1038&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-070_S.png,大空スバル,ホロメン,黄,130,1st,いっぱい応援して、楽しんでね！　20,◇,,,,,,,,全力で頑張るから,,自分のホロメン1人を選ぶ。このターンの間、選んだホロメンのエール1枚につき、選んだホロメンのアーツ+10。ただし、数える枚数は3枚まで。,1,,S,hBP04-070,キュリアスユニバース,,,,,#JP,#2期生,#トリ,,,
2177,https://hololive-official-cardgame.com/cardlist/?id=2177&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hWF01/hBP04-070_P.png,大空スバル,ホロメン,黄,130,1st,いっぱい応援して、楽しんでね！　20,◇,,,,,,,,全力で頑張るから,,自分のホロメン1人を選ぶ。このターンの間、選んだホロメンのエール1枚につき、選んだホロメンのアーツ+10。ただし、数える枚数は3枚まで。,1,,P,hBP04-070,hololive OFFICIAL CARD GAME ツインウエハース,,,,,#JP,#2期生,#トリ,,,
933,https://hololive-official-cardgame.com/cardlist/?id=933&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-071_R.png,大空スバル,ホロメン,黄,160,1st,"しゅばっ！　20
自分のエールデッキの上から1枚を、このホロメンに送る。",黄,,最強で楽しい毎日　90,"黄,◇,◇",,,,,,,,1,,R,hBP04-071,キュリアスユニバース,,,,,#JP,#2期生,#トリ,,,
1039,https://hololive-official-cardgame.com/cardlist/?id=1039&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-071_SR.png,大空スバル,ホロメン,黄,160,1st,"しゅばっ！　20
自分のエールデッキの上から1枚を、このホロメンに送る。",黄,,最強で楽しい毎日　90,"黄,◇,◇",,,,,,,,1,,SR,hBP04-071,キュリアスユニバース,,,,,#JP,#2期生,#トリ,,,
934,https://hololive-official-cardgame.com/cardlist/?id=934&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-072_RR.png,大空スバル,ホロメン,黄,190,2nd,"太陽少女　100+
お互いのステージのエール1枚につき、このアーツ+10。ただし、数える枚数は8枚まで。","黄,黄,◇",白+50,,,,,,,サンライトステージ,,自分のアーカイブの黄エール1枚を自分のホロメンに送れる。,2,,RR,hBP04-072,キュリアスユニバース,,,,,#JP,#2期生,#歌,#トリ,,
1040,https://hololive-official-cardgame.com/cardlist/?id=1040&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-072_SR.png,大空スバル,ホロメン,黄,190,2nd,"太陽少女　100+
お互いのステージのエール1枚につき、このアーツ+10。ただし、数える枚数は8枚まで。","黄,黄,◇",白+50,,,,,,,サンライトステージ,,自分のアーカイブの黄エール1枚を自分のホロメンに送れる。,2,,SR,hBP04-072,キュリアスユニバース,,,,,#JP,#2期生,#歌,#トリ,,
1041,https://hololive-official-cardgame.com/cardlist/?id=1041&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-072_UR.png,大空スバル,ホロメン,黄,190,2nd,"太陽少女　100+
お互いのステージのエール1枚につき、このアーツ+10。ただし、数える枚数は8枚まで。","黄,黄,◇",白+50,,,,,,,サンライトステージ,,自分のアーカイブの黄エール1枚を自分のホロメンに送れる。,2,,UR,hBP04-072,キュリアスユニバース,,,,,#JP,#2期生,#歌,#トリ,,
1734,https://hololive-official-cardgame.com/cardlist/?id=1734&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP04-072_P_02.png,大空スバル,ホロメン,黄,190,2nd,"太陽少女　100+
お互いのステージのエール1枚につき、このアーツ+10。ただし、数える枚数は8枚まで。","黄,黄,◇",白+50,,,,,,,サンライトステージ,,自分のアーカイブの黄エール1枚を自分のホロメンに送れる。,2,,P,hBP04-072,PRカード,,,,,#JP,#2期生,#歌,#トリ,,
935,https://hololive-official-cardgame.com/cardlist/?id=935&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-073_C.png,アーニャ・メルフィッサ,ホロメン,黄,100,Debut,おはよー！　30,◇,,,,,,,,,,,1,このホロメンはデッキに何枚でも入れられる,C,hBP04-073,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
1407,https://hololive-official-cardgame.com/cardlist/?id=1407&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP04-073_P.png,アーニャ・メルフィッサ,ホロメン,黄,100,Debut,おはよー！　30,◇,,,,,,,,,,,1,このホロメンはデッキに何枚でも入れられる,P,hBP04-073,PRカード,,,,,#ID,#ID2期生,#語学,,,
936,https://hololive-official-cardgame.com/cardlist/?id=936&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-074_U.png,アーニャ・メルフィッサ,ホロメン,黄,120,Debut,隣座りますか？　20,黄,,,,,,,,A Day at the Café,,[センターポジション限定]このホロメンと自分のコラボホロメンが受けるダメージ-10。,1,,U,hBP04-074,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
1042,https://hololive-official-cardgame.com/cardlist/?id=1042&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-074_S.png,アーニャ・メルフィッサ,ホロメン,黄,120,Debut,隣座りますか？　20,黄,,,,,,,,A Day at the Café,,[センターポジション限定]このホロメンと自分のコラボホロメンが受けるダメージ-10。,1,,S,hBP04-074,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
1120,https://hololive-official-cardgame.com/cardlist/?id=1120&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP04-074_P_02.png,アーニャ・メルフィッサ,ホロメン,黄,120,Debut,隣座りますか？　20,黄,,,,,,,,A Day at the Café,,[センターポジション限定]このホロメンと自分のコラボホロメンが受けるダメージ-10。,1,,P,hBP04-074,PRカード,,,,,#ID,#ID2期生,#語学,,,
937,https://hololive-official-cardgame.com/cardlist/?id=937&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-075_C.png,アーニャ・メルフィッサ,ホロメン,黄,180,1st,悪魔の招待　30,黄,,悪魔の囁き　50,"黄,◇",,,,,,,,2,,C,hBP04-075,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
1043,https://hololive-official-cardgame.com/cardlist/?id=1043&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-075_S.png,アーニャ・メルフィッサ,ホロメン,黄,180,1st,悪魔の招待　30,黄,,悪魔の囁き　50,"黄,◇",,,,,,,,2,,S,hBP04-075,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
938,https://hololive-official-cardgame.com/cardlist/?id=938&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-076_U.png,アーニャ・メルフィッサ,ホロメン,黄,150,1st,応援、よろしくね！　30,◇,,,,,,,,私から皆さんへの歌,,自分のアーカイブの〈古代武器〉1枚を自分の〈アーニャ・メルフィッサ〉に付けられる。,1,,U,hBP04-076,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
1044,https://hololive-official-cardgame.com/cardlist/?id=1044&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-076_S.png,アーニャ・メルフィッサ,ホロメン,黄,150,1st,応援、よろしくね！　30,◇,,,,,,,,私から皆さんへの歌,,自分のアーカイブの〈古代武器〉1枚を自分の〈アーニャ・メルフィッサ〉に付けられる。,1,,S,hBP04-076,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
939,https://hololive-official-cardgame.com/cardlist/?id=939&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-077_R.png,アーニャ・メルフィッサ,ホロメン,黄,180,1st,黄色い薔薇　50,"黄,◇",,,,,,,,ガラス越しの庭園,,相手のターンで、このホロメンがダウンした時、このホロメンを含め重なっているホロメンの中から1枚を手札に戻す。,2,,R,hBP04-077,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
1045,https://hololive-official-cardgame.com/cardlist/?id=1045&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-077_SR.png,アーニャ・メルフィッサ,ホロメン,黄,180,1st,黄色い薔薇　50,"黄,◇",,,,,,,,ガラス越しの庭園,,相手のターンで、このホロメンがダウンした時、このホロメンを含め重なっているホロメンの中から1枚を手札に戻す。,2,,SR,hBP04-077,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
940,https://hololive-official-cardgame.com/cardlist/?id=940&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-078_RR.png,アーニャ・メルフィッサ,ホロメン,黄,200,2nd,ダンジョンアドベンチャー　160,"黄,黄,◇,◇",赤+50,,,,,,,宝物みつけた,,[センターポジション・コラボポジション限定]自分の〈古代武器〉が付いているセンターホロメンの〈アーニャ・メルフィッサ〉のアーツに必要な黄-1。,2,,RR,hBP04-078,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
1046,https://hololive-official-cardgame.com/cardlist/?id=1046&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-078_SR.png,アーニャ・メルフィッサ,ホロメン,黄,200,2nd,ダンジョンアドベンチャー　160,"黄,黄,◇,◇",赤+50,,,,,,,宝物みつけた,,[センターポジション・コラボポジション限定]自分の〈古代武器〉が付いているセンターホロメンの〈アーニャ・メルフィッサ〉のアーツに必要な黄-1。,2,,SR,hBP04-078,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
1047,https://hololive-official-cardgame.com/cardlist/?id=1047&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-078_UR.png,アーニャ・メルフィッサ,ホロメン,黄,200,2nd,ダンジョンアドベンチャー　160,"黄,黄,◇,◇",赤+50,,,,,,,宝物みつけた,,[センターポジション・コラボポジション限定]自分の〈古代武器〉が付いているセンターホロメンの〈アーニャ・メルフィッサ〉のアーツに必要な黄-1。,2,,UR,hBP04-078,キュリアスユニバース,,,,,#ID,#ID2期生,#語学,,,
941,https://hololive-official-cardgame.com/cardlist/?id=941&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP04/hBP04-079_C.png,夏色まつり,ホロメン,黄,120,Debut,ホロライブの清楚担当　10,◇,,,,,,,,わっしょ～い！,,相手のターンで、このホロメンがダウンした時、このホロメンのエール1枚を、自分の他のホロメンに付け替えられる。,1,このホロメンはデッキに何枚でも入れられる,C,hBP04-079,キュリアスユニバース,,,,,#JP,#1期生,#シューター,,,
1408,https://hololive-official-cardgame.com/cardlist/?id=1408&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP04-079_P.png,夏色まつり,ホロメン,黄,120,Debut,ホロライブの清楚担当　10,◇,,,,,,,,わっしょ～い！,,相手のターンで、このホロメンがダウンした時、このホロメンのエール1枚を、自分の他のホロメンに付け替えられる。,1,このホロメンはデッキに何枚でも入れられる,P,hBP04-079,PRカード,,,,,#JP,#1期生,#シューター,,,
1592,https://hololive-official-cardgame.com/cardlist/?id=1592&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP06/hBP04-079_02_C.png,夏色まつり,ホロメン,黄,120,Debut,ホロライブの清楚担当　10,◇,,,,,,,,わっしょ～い！,,相手のターンで、このホロメンがダウンした時、このホロメンのエール1枚を、自分の他のホロメンに付け替えられる。,1,このホロメンはデッキに何枚でも入れられる,C,hBP04-079,アヤカシヴァーミリオン,,,,,#JP,#1期生,#シューター,,,
